206.939682, 192.099426, 188.009521, 186.010498
206.499878, 189.429413, 184.993546, 183.721420
206.192581, 188.622086, 185.418854, 183.986435
206.359711, 188.686310, 185.238235, 183.953842
204.960907, 189.070587, 185.672394, 184.475296
204.640198, 189.510712, 186.619995, 184.042694
207.687927, 185.151077, 185.746033, 182.973450
204.191116, 189.545135, 186.710648, 183.927719
203.525223, 190.154739, 187.201920, 183.525482
204.251999, 189.389542, 186.209030, 184.110107
204.987457, 192.354416, 188.552612, 185.306519
203.700485, 189.170044, 186.706589, 184.571976
204.566895, 190.819153, 190.338440, 185.879028
204.954468, 188.817612, 187.312683, 183.471176
207.557709, 189.333847, 184.945114, 182.076965
204.181366, 191.812531, 189.558563, 185.206802
204.062180, 191.602631, 190.105881, 185.242584
206.891541, 189.122162, 188.880371, 187.282791
203.579102, 188.462173, 187.519745, 184.329788
204.616409, 192.043732, 189.661316, 184.577332
204.143173, 191.647720, 189.814590, 185.428986
203.403214, 188.523132, 187.585709, 184.034973
203.357834, 188.695679, 187.050522, 184.225067
203.631973, 188.423584, 187.328171, 184.302475
203.285324, 188.787964, 187.805786, 184.075714
203.147476, 188.456512, 187.802216, 184.266815
203.186951, 188.878418, 187.987656, 184.455154
203.817795, 188.421219, 187.341568, 184.219238
203.745605, 188.259552, 187.421951, 184.276596
203.892166, 188.453125, 187.283371, 184.189056
203.720306, 189.126709, 187.957489, 183.596817
203.715958, 189.379211, 186.743423, 183.220169
204.612839, 188.938843, 187.312668, 183.042221
206.054840, 189.446533, 185.707504, 181.248413
207.023254, 190.938309, 189.542435, 185.426285
207.156097, 191.225708, 188.598892, 184.890015
206.334976, 189.359863, 185.802582, 183.226440
205.725250, 189.456543, 186.504883, 183.052216
211.484955, 190.234543, 186.834030, 185.039902
211.811035, 190.229889, 186.660049, 185.993500
211.032089, 188.963898, 189.060318, 187.513458
211.039642, 188.867188, 189.300049, 187.994156
210.664413, 188.017166, 189.973969, 188.658417
210.902725, 189.703857, 187.601471, 186.869614
208.696014, 189.679550, 188.729630, 186.852478
209.336945, 187.585480, 191.340546, 189.357742
208.129227, 188.083145, 191.823318, 190.817123
208.848389, 189.746124, 184.388306, 185.991852
211.264374, 189.206360, 193.033279, 191.725891
208.582642, 186.163452, 185.302444, 187.098557
206.366425, 188.030243, 186.948807, 189.726379
208.161240, 185.099838, 187.193512, 192.541321
211.378479, 177.623962, 183.583084, 191.507660
209.735001, 177.361481, 183.288132, 192.751694
208.846756, 178.748230, 183.625854, 191.890823
207.983643, 192.097641, 186.348068, 186.073761
207.934906, 178.187454, 186.636688, 194.913544
207.706955, 174.129303, 183.883698, 192.852158
208.438828, 168.819839, 182.140045, 190.907837
208.461487, 172.917206, 184.048126, 192.036819
210.931137, 170.261551, 182.717346, 195.435852
206.834808, 171.759109, 189.426147, 189.747360
203.408630, 173.399384, 191.707672, 190.186218
206.856110, 175.131027, 184.139786, 190.956894
203.853745, 173.180328, 187.853302, 191.996307
202.567734, 173.500687, 193.488724, 193.916534
207.635849, 172.035233, 183.874573, 185.565964
208.469818, 172.982040, 180.426865, 177.514999
204.628723, 172.189682, 189.275925, 185.316376
203.327682, 173.628159, 193.060410, 194.166687
206.920288, 174.516449, 188.985123, 194.731735
205.607132, 174.662964, 187.727158, 193.619644
204.897491, 174.353668, 188.122238, 194.376022
208.623123, 167.852753, 190.776657, 201.292816
203.109894, 173.617371, 191.283478, 195.556961
202.184479, 177.808075, 193.892929, 192.360352
207.690613, 188.417023, 192.371536, 185.291611
203.761292, 177.472290, 192.459244, 190.020569
204.453079, 180.064194, 192.532928, 191.458969
202.891556, 183.727264, 193.275757, 192.567200
204.612350, 182.766403, 192.730713, 193.555466
205.153656, 182.913940, 191.370316, 192.799088
203.987961, 181.133667, 191.399506, 193.280029
203.386505, 183.395248, 191.601273, 194.980423
210.833435, 181.721512, 190.521042, 203.075958
203.674423, 192.148544, 192.309052, 195.545731
204.612076, 192.265121, 191.312912, 195.269501
204.994019, 184.991989, 189.525772, 198.101563
202.718307, 183.269379, 192.084106, 197.817032
201.476196, 193.967133, 191.606476, 192.699020
199.711334, 193.023911, 193.408905, 195.576355
211.490479, 182.907196, 187.291672, 202.107346
211.306946, 181.400452, 188.238525, 202.527573
205.225830, 180.488449, 189.251999, 198.724991
206.518204, 179.423401, 189.201004, 197.086182
202.861343, 187.414368, 192.972885, 195.686310
206.096359, 179.245529, 188.161957, 196.690430
203.295975, 188.114395, 192.942932, 194.985779
209.231491, 180.114929, 194.199493, 202.226288
203.471481, 184.641479, 192.360550, 199.029160
203.595718, 184.456131, 192.518646, 194.093765
204.497650, 183.913696, 189.787155, 189.304428
206.997238, 183.619995, 190.794601, 191.205215
208.289856, 184.858597, 188.582977, 191.586319
202.866653, 191.628830, 188.972015, 184.415024
203.211807, 189.450226, 191.504822, 187.944916
203.573746, 189.504578, 191.005753, 187.506805
202.824738, 193.741776, 188.180313, 183.224106
202.232193, 192.986481, 188.679337, 183.188019
200.845520, 192.893509, 188.551208, 182.644028
199.729218, 186.111847, 188.693146, 186.270828
199.890884, 184.985138, 188.971512, 185.474915
199.444931, 182.899338, 187.880371, 183.695190
