219.621918, 324.292511, 175.220032, 187.122589
219.631104, 324.799438, 175.552780, 187.127274
217.474487, 326.042908, 179.752090, 185.549469
217.755081, 326.480591, 179.874725, 184.844681
218.727264, 326.473267, 179.167389, 184.568954
217.458206, 325.976501, 180.243393, 185.496246
218.115616, 326.892334, 179.871048, 184.402252
218.620743, 326.583069, 179.641678, 185.572021
219.456207, 327.272583, 179.153702, 184.636139
218.640564, 327.168610, 179.844009, 184.749390
219.432693, 326.757568, 179.176636, 185.385925
218.238693, 326.261047, 180.381699, 186.351654
219.006561, 326.444153, 179.340775, 185.909164
220.024796, 326.315826, 177.728638, 185.844345
220.341461, 326.095093, 177.684464, 186.209854
219.783829, 326.211853, 178.704803, 186.019409
221.168686, 326.120911, 177.557449, 185.987076
223.138016, 326.646362, 175.072006, 185.449707
219.868439, 325.821472, 180.244156, 186.548157
222.385483, 326.168701, 176.699707, 185.656738
221.673660, 325.906372, 177.831131, 186.178131
222.614746, 325.980835, 177.020370, 186.102386
223.615326, 326.575623, 175.206482, 185.092575
224.806702, 328.274261, 172.637527, 183.417236
226.399124, 329.157227, 169.703018, 181.710571
223.106216, 332.099213, 179.110336, 179.094772
224.624268, 326.300140, 175.611969, 185.921509
222.697372, 326.983002, 176.451355, 181.571075
223.241501, 325.222839, 188.080750, 179.073242
225.079910, 320.453888, 174.769043, 184.934250
218.103226, 320.608337, 189.460205, 186.347397
220.794983, 321.900421, 183.855179, 185.704285
222.269852, 318.179108, 178.579010, 181.912216
216.106583, 322.205811, 187.671204, 176.980270
220.666229, 317.430634, 184.426743, 184.765686
219.369949, 315.741913, 186.310760, 186.194168
221.167297, 315.422089, 183.217224, 184.137222
224.245346, 314.634491, 177.844650, 180.770660
226.112305, 311.813507, 168.495407, 180.790390
225.799347, 311.395752, 169.085403, 180.921799
224.384888, 310.727051, 170.089325, 181.190567
224.610214, 310.726837, 169.466141, 181.898712
225.336761, 310.987457, 168.155991, 181.919876
221.856354, 309.166473, 183.747391, 193.778748
219.992432, 307.596039, 183.661026, 196.387375
224.773956, 307.950073, 175.792114, 191.475464
215.824265, 315.197693, 190.422699, 189.995651
215.965271, 317.176453, 188.135773, 188.754868
224.027969, 322.233978, 177.063232, 182.668884
215.180634, 321.787506, 182.788376, 184.478104
221.158066, 321.380249, 177.283554, 183.597931
226.997665, 326.939911, 167.560089, 179.146927
226.741302, 328.019623, 166.630798, 178.199463
224.846970, 326.602539, 167.302643, 180.281311
225.553452, 328.788574, 172.120087, 179.058823
222.393982, 321.508942, 175.693268, 187.629272
221.331284, 326.439240, 170.971527, 180.212219
221.189774, 326.206238, 171.100815, 179.943741
219.715576, 321.497772, 177.662201, 189.320618
221.745193, 320.996765, 177.093842, 189.910995
217.267731, 319.353516, 179.569992, 190.860245
216.307999, 318.195862, 182.863754, 190.972687
219.718292, 319.015869, 178.321136, 189.153000
215.135498, 318.644440, 183.716019, 192.417160
215.965393, 316.846863, 182.298950, 189.207047
216.940125, 317.267395, 181.374359, 187.986115
219.854645, 316.825104, 176.409790, 185.061752
215.434448, 318.153381, 175.359100, 180.512314
216.689331, 317.608765, 176.240662, 180.307739
212.167206, 318.020813, 178.270157, 180.734283
211.002716, 319.202423, 178.769089, 180.594818
212.456039, 323.307739, 175.832428, 177.327332
210.106277, 315.773712, 179.439545, 183.510651
210.746506, 328.297424, 175.439102, 171.967148
211.583893, 324.595276, 176.278152, 175.747162
213.901627, 317.825348, 176.164673, 183.879395
212.743866, 318.078705, 176.608536, 184.018311
207.649902, 318.689362, 181.451355, 184.863358
206.375900, 321.325348, 179.220596, 179.713440
207.805832, 329.292358, 178.806473, 175.689957
207.262314, 330.191345, 172.547989, 172.547760
206.091309, 329.797577, 175.082245, 167.879807
205.735199, 327.747803, 175.859558, 169.329315
